"","id","X.1","X","No.","year","month","day","newsection","landmark","treatment","pulse","fl","matureall","maturesex.x","No","cohort","cohortsureness","maturesex.y","geneticsex","difference","sex","distance","cluster"
"751","RYYGGY",2448,2513,2738,2016,8,18,"C1",460,"control",0,80,-1,"nonbreeding",118,2016,1,NA,"female","nd","female",600,"2nd"
"752","RYYGPD",2450,2515,4719,2017,10,10,"L2",446,"late",1,157,1,"female",294,2016,1,"female",NA,"nd","female",460,"1st"
"753","RYYGPD",2451,2516,4376,2017,7,29,"L2",449,"late",0,132,-1,"nonbreeding",294,2016,1,"female",NA,"nd","female",490,"1st"
"754","RYYGPD",2452,2517,2867,2016,10,10,"L2",448,"late",1,97,0,"non",294,2016,1,"female",NA,"nd","female",480,"1st"
"755","RYYGPD",2453,2518,4106,2017,5,27,"L2",449,"late",0,125,-1,"nonbreeding",294,2016,1,"female",NA,"nd","female",490,"1st"
"756","RYYGPG",2454,2519,2860,2016,10,10,"L2",445,"late",1,79,0,"non",1376,2016,1,NA,NA,"nd","nd",450,"2nd"
"757","RYYGPR",2458,2523,2857,2016,10,10,"L2",444,"late",1,86,0,"non",1377,2016,1,NA,NA,"nd","nd",440,"2nd"
"758","RYYGPY",2459,2524,4368,2017,7,29,"L2",444,"late",0,115,-1,"nonbreeding",1378,2016,1,NA,"male","nd","nd",440,"2nd"
"759","RYYGPY",2460,2525,4717,2017,10,10,"L2",445,"late",1,132,0,"non",1378,2016,1,NA,"male","nd","nd",450,"2nd"
"760","RYYGPY",2461,2526,2862,2016,10,10,"L2",447,"late",1,83,0,"non",1378,2016,1,NA,"male","nd","nd",470,"2nd"
"761","RYYGPY",2462,2527,4097,2017,5,27,"L2",445,"late",0,111,-1,"nonbreeding",1378,2016,1,NA,"male","nd","nd",450,"2nd"
"762","RYYGRB",2463,2528,5061,2017,10,13,"C1",469,"control",0,115,0,"non",1379,2016,1,NA,"pseudo","nd","nd",690,"3rd"
"763","RYYGRB",2464,2529,2725,2016,8,18,"C1",467,"control",0,77,-1,"nonbreeding",1379,2016,1,NA,"pseudo","nd","nd",670,"3rd"
"764","RYYGRD",2465,2530,3518,2017,3,28,"C1",466,"control",0,101,-1,"nonbreeding",189,2016,1,NA,"male","nd","nd",660,"2nd"
"765","RYYGRD",2466,2531,2722,2016,8,18,"C1",466,"control",0,88,-1,"nonbreeding",189,2016,1,NA,"male","nd","nd",660,"2nd"
"766","RYYGRD",2467,2532,3148,2016,10,12,"C1",466,"control",0,95,0,"non",189,2016,1,NA,"male","nd","nd",660,"2nd"
"767","RYYGRG",2468,2533,2718,2016,8,18,"C1",464,"control",0,78,-1,"nonbreeding",190,2016,1,NA,"male","nd","nd",640,"3rd"
"768","RYYGRG",2469,2534,3140,2016,10,12,"C1",465,"control",0,82,0,"non",190,2016,1,NA,"male","nd","nd",650,"3rd"
"769","RYYGRG",2470,2535,4439,2017,7,29,"C1",466,"control",0,104,-1,"nonbreeding",190,2016,1,NA,"male","nd","nd",660,"3rd"
"770","RYYGRP",2471,2536,2723,2016,8,18,"C1",466,"control",0,91,-1,"nonbreeding",191,2016,1,NA,"male","nd","nd",660,"1st"
"771","RYYGRP",2472,2537,4167,2017,5,27,"C1",466,"control",0,139,-1,"nonbreeding",191,2016,1,NA,"male","nd","nd",660,"1st"
"772","RYYGRP",2473,2538,3149,2016,10,12,"C1",466,"control",0,104,0,"non",191,2016,1,NA,"male","nd","nd",660,"1st"
"773","RYYGRR",2474,2539,2717,2016,8,18,"C1",464,"control",0,91,-1,"nonbreeding",1380,2016,1,NA,"female","nd","female",640,"2nd"
"774","RYYGRR",2475,2540,3510,2017,3,28,"C1",465,"control",0,110,-1,"nonbreeding",1380,2016,1,NA,"female","nd","female",650,"2nd"
"775","RYYGRR",2476,2541,4429,2017,7,29,"C1",465,"control",0,133,-1,"nonbreeding",1380,2016,1,NA,"female","nd","female",650,"2nd"
"776","RYYGRR",2477,2542,4161,2017,5,27,"C1",464,"control",0,131,-1,"nonbreeding",1380,2016,1,NA,"female","nd","female",640,"2nd"
"777","RYYGRR",2478,2543,5030,2017,10,13,"C1",464,"control",0,133,0,"non",1380,2016,1,NA,"female","nd","female",640,"2nd"
"778","RYYGRY",2479,2544,3141,2016,10,12,"C1",465,"control",0,81,0,"non",119,2016,1,NA,"female","nd","female",650,"3rd"
"779","RYYGRY",2480,2545,5031,2017,10,13,"C1",464,"control",0,103,0,"non",119,2016,1,NA,"female","nd","female",640,"3rd"
"780","RYYGRY",2481,2546,4431,2017,7,29,"C1",465,"control",0,105,-1,"nonbreeding",119,2016,1,NA,"female","nd","female",650,"3rd"
"781","RYYGRY",2482,2547,3507,2017,3,28,"C1",465,"control",0,84,-1,"nonbreeding",119,2016,1,NA,"female","nd","female",650,"3rd"
"782","RYYGRY",2483,2548,2719,2016,8,18,"C1",464,"control",0,77,-1,"nonbreeding",119,2016,1,NA,"female","nd","female",640,"3rd"
"783","RYYGYR",2494,2560,4412,2017,7,29,"C1",461,"control",0,107,-1,"nonbreeding",193,2016,1,NA,"male","nd","nd",610,"3rd"
"784","RYYGYR",2495,2561,3130,2016,10,12,"C1",461,"control",0,78,0,"non",193,2016,1,NA,"male","nd","nd",610,"3rd"
"785","RYYGYR",2496,2562,2743,2016,8,18,"C1",463,"control",0,73,-1,"nonbreeding",193,2016,1,NA,"male","nd","nd",630,"3rd"
"786","RYYGYR",2497,2563,4148,2017,5,27,"C1",461,"control",0,100,-1,"nonbreeding",193,2016,1,NA,"male","nd","nd",610,"3rd"
"787","RYYGYR",2498,2564,3502,2017,3,28,"C1",461,"control",0,86,-1,"nonbreeding",193,2016,1,NA,"male","nd","nd",610,"3rd"
"788","RYYPRR",2567,2641,3273,2017,3,18,"E2",424,"early ",0,80,-1,"nonbreeding",1404,2016,1,NA,NA,"nd","nd",240,"3rd"
"789","RYYPRR",2568,2642,3199,2016,10,13,"E2",424,"early ",0,75,0,"non",1404,2016,1,NA,NA,"nd","nd",240,"3rd"
"790","RYYPRR",2569,2643,4298,2017,7,28,"E2",423,"early ",1,117,-1,"nonbreeding",1404,2016,1,NA,NA,"nd","nd",230,"3rd"
"791","RYYPYB",2571,2645,4512,2017,7,30,"C3",503,"control",0,147,-1,"nonbreeding",457,2016,1,"male",NA,"nd","male",1030,"1st"
"792","RYYPYB",2572,2646,3374,2017,3,20,"C3",503,"control",0,120,-1,"nonbreeding",457,2016,1,"male",NA,"nd","male",1030,"1st"
"793","RYYPYB",2573,2647,4875,2017,10,11,"C3",502,"control",0,152,1,"male",457,2016,1,"male",NA,"nd","male",1020,"1st"
"794","RYYPYY",2581,2655,3359,2017,3,20,"C2",499,"control",0,126,-1,"nonbreeding",1410,2016,1,NA,NA,"nd","nd",990,"1st"
"795","RYYRBB",2583,2657,4419,2017,7,29,"C1",463,"control",0,130,-1,"nonbreeding",1412,2016,1,NA,"female","nd","female",630,"2nd"
"796","RYYRBB",2584,2658,4155,2017,5,27,"C1",463,"control",0,125,-1,"nonbreeding",1412,2016,1,NA,"female","nd","female",630,"2nd"
"797","RYYRBB",2585,2659,2710,2016,8,18,"C1",462,"control",0,87,-1,"nonbreeding",1412,2016,1,NA,"female","nd","female",620,"2nd"
"798","RYYRBB",2586,2660,3503,2017,3,28,"C1",462,"control",0,104,-1,"nonbreeding",1412,2016,1,NA,"female","nd","female",620,"2nd"
"799","RYYRBB",2587,2661,5021,2017,10,13,"C1",462,"control",0,135,0,"non",1412,2016,1,NA,"female","nd","female",620,"2nd"
"800","RYYRBD",2588,2662,3110,2016,10,12,"C1",457,"control",0,103,0,"non",120,2016,1,NA,"female","nd","female",570,"1st"
"801","RYYRBD",2589,2663,2695,2016,8,18,"C1",458,"control",0,94,-1,"nonbreeding",120,2016,1,NA,"female","nd","female",580,"1st"
"802","RYYRBG",2590,2664,2689,2016,8,18,"C1",456,"control",0,98,-1,"nonbreeding",1413,2016,1,NA,NA,"nd","nd",560,"1st"
"803","RYYRBR",2592,2666,4400,2017,7,29,"C1",458,"control",0,150,-1,"nonbreeding",1415,2016,1,NA,NA,"nd","nd",580,"1st"
"804","RYYRBR",2593,2667,3483,2017,3,28,"C1",457,"control",0,123,-1,"nonbreeding",1415,2016,1,NA,NA,"nd","nd",570,"1st"
"805","RYYRBR",2594,2668,2688,2016,8,18,"C1",456,"control",0,80,-1,"nonbreeding",1415,2016,1,NA,NA,"nd","nd",560,"1st"
"806","RYYRBY",2596,2670,2694,2016,8,18,"C1",458,"control",0,85,-1,"nonbreeding",1417,2016,1,NA,NA,"nd","nd",580,"1st"
"807","RYYRBY",2597,2671,4402,2017,7,29,"C1",459,"control",0,148,-1,"nonbreeding",1417,2016,1,NA,NA,"nd","nd",590,"1st"
"808","RYYRDB",2598,2672,4505,2017,7,30,"C2",501,"control",0,112,-1,"nonbreeding",121,2016,1,NA,"female","nd","female",1010,"2nd"
"809","RYYRDB",2599,2673,2675,2016,8,18,"C2",500,"control",0,82,-1,"nonbreeding",121,2016,1,NA,"female","nd","female",1000,"2nd"
"810","RYYRDB",2600,2674,3081,2016,10,12,"C2",500,"control",0,88,0,"non",121,2016,1,NA,"female","nd","female",1000,"2nd"
"811","RYYRDB",2601,2675,4033,2017,5,26,"C2",501,"control",0,111,-1,"nonbreeding",121,2016,1,NA,"female","nd","female",1010,"2nd"
"812","RYYRDB",2602,2676,3371,2017,3,20,"C2",501,"control",0,98,-1,"nonbreeding",121,2016,1,NA,"female","nd","female",1010,"2nd"
"813","RYYRDG",2605,2679,4772,2017,10,10,"E2",414.5,"early ",0,159,1,"female",297,2016,1,"female",NA,"nd","female",145,"1st"
"814","RYYRDG",2606,2680,4269,2017,7,28,"E2",415,"early ",1,158,-1,"nonbreeding",297,2016,1,"female",NA,"nd","female",150,"1st"
"815","RYYRDG",2607,2681,3306,2017,3,19,"E2",415,"early ",0,115,-1,"nonbreeding",297,2016,1,"female",NA,"nd","female",150,"1st"
"816","RYYRDG",2608,2682,2608,2016,8,17,"E2",415,"early ",1,83,-1,"nonbreeding",297,2016,1,"female",NA,"nd","female",150,"1st"
"817","RYYRDP",2609,2683,3051,2016,10,12,"C2",494,"control",0,84,0,"non",122,2016,1,NA,"female","nd","female",940,"2nd"
"818","RYYRDP",2610,2684,2622,2016,8,18,"C2",493,"control",0,81,-1,"nonbreeding",122,2016,1,NA,"female","nd","female",930,"2nd"
"819","RYYRGG",2620,2694,2588,2016,8,17,"E2",411,"early ",1,82,-1,"nonbreeding",1419,2016,1,NA,NA,"nd","nd",110,"2nd"
"820","RYYRGP",2621,2695,3957,2017,5,25,"E1",405.5,"early ",0,133,-1,"nonbreeding",194,2016,1,NA,"male","nd","nd",55,"1st"
"821","RYYRGP",2622,2696,2919,2016,10,11,"E1",404,"early ",0,97,0,"non",194,2016,1,NA,"male","nd","nd",40,"1st"
"822","RYYRGP",2623,2697,2598,2016,8,17,"E2",412,"early ",1,93,-1,"nonbreeding",194,2016,1,NA,"male","nd","nd",120,"1st"
"823","RYYRGY",2626,2700,2942,2016,10,11,"E1",407,"early ",0,100,0,"non",123,2016,1,NA,"female","nd","female",70,"1st"
"824","RYYRGY",2627,2701,2589,2016,8,17,"E2",411,"early ",1,96,-1,"nonbreeding",123,2016,1,NA,"female","nd","female",110,"1st"
"825","RYYRPB",2628,2702,2686,2016,8,18,"C3",509,"control",0,104,-1,"nonbreeding",1420,2016,1,NA,NA,"nd","nd",1090,"1st"
"826","RYYRPR",2644,2718,2677,2016,8,18,"C3",502,"control",0,95,-1,"nonbreeding",1421,2016,1,NA,NA,"nd","nd",1020,"1st"
"827","RYYRPY",2645,2719,3099,2016,10,12,"C3",509,"control",0,103,0,"non",20,2016,1,"female","female","0","female",1090,"1st"
"828","RYYRPY",2646,2720,2680,2016,8,18,"C3",507,"control",0,91,-1,"nonbreeding",20,2016,1,"female","female","0","female",1070,"1st"
"829","RYYRPY",2647,2721,4888,2017,10,11,"C3",508,"control",0,154,1,"female",20,2016,1,"female","female","0","female",1080,"1st"
"830","RYYRPY",2648,2722,4525,2017,7,30,"C3",507,"control",0,151,-1,"nonbreeding",20,2016,1,"female","female","0","female",1070,"1st"
"831","RYYRRD",2649,2723,2585,2016,8,17,"E2",410,"early ",1,97,-1,"nonbreeding",1422,2016,1,NA,NA,"nd","nd",100,"1st"
"832","RYYRRG",2650,2724,2581,2016,8,17,"E1",408,"early ",1,93,-1,"nonbreeding",125,2016,1,NA,"female","nd","female",80,"1st"
"833","RYYRRG",2651,2725,2944,2016,10,11,"E1",407,"early ",0,98,0,"non",125,2016,1,NA,"female","nd","female",70,"1st"
"834","RYYRYD",2660,2745,2966,2016,10,11,"E2",413,"early ",0,102,0,"non",197,2016,1,NA,"male","nd","nd",130,"1st"
"835","RYYRYD",2661,2746,2605,2016,8,17,"E2",414,"early ",1,87,-1,"nonbreeding",197,2016,1,NA,"male","nd","nd",140,"1st"
"836","RYYRYR",2665,2750,4260,2017,7,28,"E2",411.5,"early ",1,144,-1,"nonbreeding",199,2016,1,NA,"male","nd","nd",115,"2nd"
"837","RYYRYR",2666,2751,2599,2016,8,17,"E2",410,"early ",1,79,-1,"nonbreeding",199,2016,1,NA,"male","nd","nd",100,"2nd"
"838","RYYRYR",2667,2752,2960,2016,10,11,"E2",410,"early ",0,88,0,"non",199,2016,1,NA,"male","nd","nd",100,"2nd"
"839","RYYRYR",2668,2753,3298,2017,3,19,"E2",410,"early ",0,106,-1,"nonbreeding",199,2016,1,NA,"male","nd","nd",100,"2nd"
"840","RYYRYY",2669,2754,2963,2016,10,11,"E2",412,"early ",0,80,0,"non",126,2016,1,NA,"female","nd","female",120,"2nd"
"841","RYYRYY",2670,2755,2604,2016,8,17,"E2",414,"early ",1,82,-1,"nonbreeding",126,2016,1,NA,"female","nd","female",140,"2nd"
"842","RYYYBG",2679,2764,3032,2016,10,12,"C2",492,"control",0,78,0,"non",1426,2016,1,NA,NA,"nd","nd",920,"2nd"
"843","RYYYBP",2680,2765,4482,2017,7,30,"C2",494,"control",0,149,-1,"nonbreeding",461,2016,1,"male",NA,"nd","male",940,"1st"
"844","RYYYBP",2681,2766,3044,2016,10,12,"C2",494,"control",0,120,1,"male",461,2016,1,"male",NA,"nd","male",940,"1st"
"845","RYYYBP",2682,2767,3999,2017,5,26,"C2",494,"control",0,148,-1,"nonbreeding",461,2016,1,"male",NA,"nd","male",940,"1st"
"846","RYYYBP",2683,2768,4848,2017,10,11,"C2",494,"control",0,150,1,"male",461,2016,1,"male",NA,"nd","male",940,"1st"
"847","RYYYBR",2684,2769,4058,2017,5,26,"L3",477,"late",0,100,-1,"nonbreeding",1427,2016,1,NA,NA,"nd","nd",770,"3rd"
"848","RYYYBR",2685,2770,3025,2016,10,11,"L3",488,"late",1,83,0,"non",1427,2016,1,NA,NA,"nd","nd",880,"3rd"
"849","RYYYBY",2686,2771,3345,2017,3,20,"C2",494,"control",0,99,-1,"nonbreeding",1428,2016,1,NA,"pseudo","nd","nd",940,"2nd"
"850","RYYYBY",2687,2772,4846,2017,10,11,"C2",494,"control",0,128,0,"non",1428,2016,1,NA,"pseudo","nd","nd",940,"2nd"
"851","RYYYBY",2688,2773,3037,2016,10,12,"C2",493,"control",0,89,0,"non",1428,2016,1,NA,"pseudo","nd","nd",930,"2nd"
"852","RYYYBY",2689,2774,4480,2017,7,30,"C2",494,"control",0,127,-1,"nonbreeding",1428,2016,1,NA,"pseudo","nd","nd",940,"2nd"
"853","RYYYBY",2690,2775,3995,2017,5,26,"C2",493,"control",0,118,-1,"nonbreeding",1428,2016,1,NA,"pseudo","nd","nd",930,"2nd"
"854","RYYYDD",2694,2779,3000,2016,10,11,"L3",477,"late",1,103,0,"non",1430,2016,1,NA,NA,"nd","nd",770,"1st"
"855","RYYYDG",2695,2780,2996,2016,10,11,"L3",476,"late",1,81,0,"non",1431,2016,1,NA,NA,"nd","nd",760,"2nd"
"856","RYYYDG",2696,2781,4589,2017,7,31,"L3",476.5,"late",0,133,-1,"nonbreeding",1431,2016,1,NA,NA,"nd","nd",765,"2nd"
"857","RYYYDP",2697,2782,3606,2017,3,29,"L3",476.5,"late",0,77,-1,"nonbreeding",1432,2016,1,NA,"male","nd","nd",765,"3rd"
"858","RYYYDP",2698,2783,3002,2016,10,11,"L3",477,"late",1,69,0,"non",1432,2016,1,NA,"male","nd","nd",770,"3rd"
"859","RYYYDP",2699,2784,4805,2017,10,11,"L3",480,"late",1,123,0,"non",1432,2016,1,NA,"male","nd","nd",800,"3rd"
"860","RYYYDR",2700,2785,2986,2016,10,11,"L3",474,"late",1,78,0,"non",1433,2016,1,NA,NA,"nd","nd",740,"3rd"
"861","RYYYDR",2701,2786,3605,2017,3,29,"L3",476.5,"late",0,86,-1,"nonbreeding",1433,2016,1,NA,NA,"nd","nd",765,"3rd"
"862","RYYYDY",2702,2787,2997,2016,10,11,"L3",476,"late",1,93,0,"non",1434,2016,1,NA,NA,"nd","nd",760,"2nd"
"863","RYYYDY",2703,2788,3601,2017,3,29,"L3",476.5,"late",0,103,-1,"nonbreeding",1434,2016,1,NA,NA,"nd","nd",765,"2nd"
"864","RYYYGB",2704,2789,2953,2016,10,11,"E1",409,"early ",0,81,0,"non",1435,2016,1,NA,NA,"nd","nd",90,"2nd"
"865","RYYYGD",2705,2790,2949,2016,10,11,"E1",409,"early ",0,98,0,"non",1436,2016,1,NA,NA,"nd","nd",90,"1st"
"866","RYYYGP",2707,2792,2952,2016,10,11,"E1",409,"early ",0,93,0,"non",1437,2016,1,NA,NA,"nd","nd",90,"2nd"
"867","RYYYGP",2708,2793,4237,2017,7,27,"E1",407.5,"early ",1,123,-1,"nonbreeding",1437,2016,1,NA,NA,"nd","nd",75,"2nd"
"868","RYYYGR",2709,2794,2928,2016,10,11,"E1",404,"early ",0,72,0,"non",1438,2016,1,NA,NA,"nd","nd",40,"3rd"
"869","RYYYGR",2710,2795,4215,2017,7,27,"E1",404,"early ",1,120,-1,"nonbreeding",1438,2016,1,NA,NA,"nd","nd",40,"3rd"
"870","RYYYPR",2721,2806,4600,2017,7,31,"L3",478,"late",0,113,-1,"nonbreeding",1440,2016,1,NA,"male","nd","nd",780,"2nd"
"871","RYYYPR",2722,2807,3003,2016,10,11,"L3",477,"late",1,88,0,"non",1440,2016,1,NA,"male","nd","nd",770,"2nd"
"872","RYYYPR",2723,2808,4797,2017,10,11,"L3",478,"late",1,134,0,"non",1440,2016,1,NA,"male","nd","nd",780,"2nd"
"873","RYYYRB",2727,2812,4212,2017,7,27,"E1",404,"early ",1,142,-1,"nonbreeding",1441,2016,1,NA,"pseudo","nd","nd",40,"1st"
"874","RYYYRB",2728,2813,3946,2017,5,25,"E1",404,"early ",0,126,-1,"nonbreeding",1441,2016,1,NA,"pseudo","nd","nd",40,"1st"
"875","RYYYRB",2729,2814,2927,2016,10,11,"E1",404,"early ",0,94,0,"non",1441,2016,1,NA,"pseudo","nd","nd",40,"1st"
"876","RYYYRB",2730,2815,4923,2017,10,12,"E1",404,"early ",0,144,0,"non",1441,2016,1,NA,"pseudo","nd","nd",40,"1st"
"877","RYYYRD",2731,2816,2922,2016,10,11,"E1",404,"early ",0,88,0,"non",1442,2016,1,NA,NA,"nd","nd",40,"2nd"
"878","RYYYRP",2735,2820,2923,2016,10,11,"E1",404,"early ",0,114,0,"non",1444,2016,1,NA,NA,"nd","nd",40,"1st"
"879","RYYYRY",2738,2823,3981,2017,5,25,"E1",404,"early ",0,117,-1,"nonbreeding",1446,2016,1,NA,NA,"nd","nd",40,"2nd"
"880","RYYYRY",2739,2824,2921,2016,10,11,"E1",404,"early ",0,94,0,"non",1446,2016,1,NA,NA,"nd","nd",40,"2nd"
"881","RYYYYB",2740,2825,4572,2017,7,31,"L3",472,"late",0,135,-1,"nonbreeding",1447,2016,1,NA,"male","nd","nd",720,"1st"
"882","RYYYYB",2741,2826,4800,2017,10,11,"L3",479,"late",1,155,0,"non",1447,2016,1,NA,"male","nd","nd",790,"1st"
"883","RYYYYB",2742,2827,3593,2017,3,29,"L3",475,"late",0,108,-1,"nonbreeding",1447,2016,1,NA,"male","nd","nd",750,"1st"
"884","RYYYYB",2743,2828,2983,2016,10,11,"L3",474,"late",1,94,0,"non",1447,2016,1,NA,"male","nd","nd",740,"1st"
"885","RYYYYP",2752,2837,2981,2016,10,11,"L3",474,"late",1,72,0,"non",1450,2016,1,NA,NA,"nd","nd",740,"3rd"
